Latitude,Longitude,Engaged,Duration,Distance,Width,Elevation,Heading,GPS Quality,Moisture,Flow Wheat,Header Offset,Speed,Mass Yield,Wet Yield,Dry Yield,Timestamp
40.66593537,-102.11160553,true,1,5.74,29,3647.99,270.3,2,14.2,9.1,0,3.9,2375.9,39.6,39.3,1531525344
40.66593537,-102.11162604,true,1,5.74,29,3647.96,270.4,2,13.7,9.7,0,3.9,2538.6,42.3,42.2,1531525345
40.66593537,-102.11164636,true,1,5.74,29,3647.95,270.1,2,14.2,9.8,0,3.9,2562,42.7,42.4,1531525346
40.66593578,-102.11166668,true,1,5.74,29,3647.9,271.5,2,14.4,9.7,0,3.9,2540,42.3,41.9,1531525347
40.66593591,-102.11168737,true,2,11.48,29,3647.93,270.5,2,13.9,10.1,0,3.9,2630.9,43.8,43.6,1531525348
40.66593619,-102.11170787,true,1,5.74,29,3647.93,270.9,2,13.8,9.8,0,3.9,2568.8,42.8,42.7,1531525349
40.66593659,-102.11172838,true,1,5.74,29,3647.91,271.4,2,14.3,10.6,0,3.9,2770.9,46.2,45.8,1531525350
40.66593687,-102.11174852,true,1,5.74,29,3647.91,271.1,2,14.4,9.8,0,3.9,2565.2,42.8,42.3,1531525351
40.665937,-102.11176921,true,1,5.74,29,3647.95,270.3,2,13.9,10.4,0,3.9,2724.4,45.4,45.2,1531525352
40.66593714,-102.11178971,true,1,5.74,29,3648.05,270.6,2,13.9,10.2,0,3.9,2676,44.6,44.4,1531525353
40.66593741,-102.11181022,true,1,5.74,29,3648.03,271.2,2,14.5,11.4,0,3.9,2976.3,49.6,49,1531525354
40.66593755,-102.11183054,true,1,5.74,29,3648.02,270.4,2,14.4,9.3,0,3.9,2427.8,40.5,40,1531525355
40.66593769,-102.11185087,true,2,11.48,29,3648.04,270.5,2,14.2,10.7,0,3.9,2810,46.8,46.5,1531525356
40.66593796,-102.11187119,true,1,5.74,29,3648.04,270.9,2,13.9,10.7,0,3.9,2795.8,46.6,46.4,1531525357
40.66593823,-102.11189152,true,1,5.74,29,3647.98,271,2,14.2,10.2,0,3.9,2657.5,44.3,43.9,1531525358
40.66593823,-102.11191166,true,1,5.74,29,3647.92,270,2,14.3,10.7,0,3.9,2800.5,46.7,46.2,1531525359
40.6659381,-102.1119318,true,1,5.74,29,3647.89,269.5,2,13.9,10.6,0,3.9,2769.4,46.2,45.9,1531525360
40.66593782,-102.11195213,true,1,5.74,29,3647.94,269.3,2,14.2,11.5,0,3.9,2996.5,49.9,49.5,1531525361
40.66593782,-102.11197245,true,1,5.74,29,3647.94,270.1,2,14.5,9.8,0,3.9,2567.9,42.8,42.3,1531525362
40.66593782,-102.11199278,true,1,5.74,29,3647.93,269.6,2,14.2,10.4,0,3.9,2728.8,45.5,45.1,1531525363
40.66593741,-102.11201328,true,2,11.48,29,3647.91,268.7,2,13.7,11.6,0,3.9,3029.7,50.5,50.4,1531525364
40.665937,-102.11203361,true,1,5.74,29,3648.04,268.6,2,14,10.2,0,3.9,2656.6,44.3,44,1531525365
40.66593659,-102.11205393,true,1,5.74,29,3648.05,268.3,2,14.3,11.2,0,3.9,2940.8,49,48.6,1531525366
40.66593605,-102.11207426,true,1,5.74,29,3648.07,267.9,2,13.9,10.3,0,3.9,2692.5,44.9,44.7,1531525367
40.66593523,-102.1120944,true,1,5.74,29,3648.08,266.8,2,13.6,9.8,0,3.9,2572.2,42.9,42.8,1531525368
40.66593441,-102.11211473,true,1,5.74,29,3648.17,267,2,14.1,10.4,0,3.9,2733.9,45.6,45.2,1531525369
40.66593373,-102.11213505,true,1,5.74,29,3648.16,267.6,2,14.4,10.5,0,3.9,2738.3,45.6,45.2,1531525370
40.66593305,-102.1121552,true,1,5.74,29,3648.08,267.5,2,14.4,10.5,0,3.9,2738.3,45.6,45.2,1531525371
40.66593237,-102.11217534,true,2,11.48,29,3648.08,267.2,2,13.8,9.8,0,3.9,2571,42.9,42.7,1531525372
40.66593209,-102.11219603,true,1,5.74,29,3648.1,269,2,13.8,9.8,0,3.9,2571,42.9,42.7,1531525373
40.66593196,-102.11221653,true,1,5.74,29,3648.09,269.6,2,14.1,10.5,0,3.9,2740.5,45.7,45.4,1531525374
40.66593209,-102.11223667,true,1,5.74,29,3648.1,270.7,2,13.8,9.8,0,3.9,2552.3,42.5,42.4,1531525375
40.6659325,-102.11225718,true,1,5.74,29,3648.13,271.7,2,13.8,9.8,0,3.9,2552.3,42.5,42.4,1531525376
40.66593318,-102.1122775,true,1,5.74,29,3648.23,272.1,2,14.2,9.9,0,3.9,2588.4,43.1,42.8,1531525377
40.66593414,-102.11229765,true,1,5.74,29,3648.29,273.8,2,14.2,9.9,0,3.9,2588.4,43.1,42.8,1531525378
40.66593509,-102.11231779,true,1,5.74,29,3648.29,273.3,2,13.9,9.5,0,3.9,2478.8,41.3,41.1,1531525379
40.66593605,-102.11233794,true,2,11.48,29,3648.27,273.8,2,13.9,9.5,0,3.9,2478.8,41.3,41.1,1531525380
40.66593659,-102.11235844,true,1,5.74,29,3648.26,272,2,14.5,9.3,0,3.9,2445.6,40.8,40.3,1531525381
40.66593687,-102.11237877,true,1,5.74,29,3648.3,271.2,2,14.5,9.3,0,3.9,2445.6,40.8,40.3,1531525382
40.665937,-102.11239909,true,1,5.74,29,3648.2,270.3,2,14.4,9.7,0,3.9,2539,42.3,41.9,1531525383
40.66593659,-102.11241924,true,1,5.74,29,3648.24,268.5,2,13.9,8.9,0,3.9,2335.9,38.9,38.8,1531525384
40.66593632,-102.11243974,true,1,5.74,29,3648.25,269.2,2,14.4,9.4,0,3.9,2456.5,40.9,40.5,1531525385
40.66593619,-102.11246007,true,1,5.74,29,3648.32,269.1,2,14.7,9.2,0,3.9,2419.3,40.3,39.8,1531525386
40.66593578,-102.11248021,true,1,5.74,29,3648.31,268.7,2,14.2,9.2,0,3.9,2417.3,40.3,40,1531525387
40.66593564,-102.11250054,true,2,11.48,29,3648.29,269.4,2,13.8,9.3,0,3.9,2427.4,40.5,40.3,1531525388
40.66593523,-102.11252086,true,1,5.74,29,3648.42,268.4,2,14.5,8.8,0,3.9,2301.1,38.4,37.9,1531525389
40.66593468,-102.11254101,true,1,5.74,29,3648.44,268.1,2,14.8,9,0,3.9,2351.3,39.2,38.6,1531525390
40.66593441,-102.11256151,true,1,5.74,29,3648.44,268.9,2,14.5,8.4,0,3.9,2191,36.5,36.1,1531525391
40.66593414,-102.11258183,true,1,5.74,29,3648.46,269.3,2,13.9,8.7,0,3.9,2278.3,38,37.8,1531525392
40.66593414,-102.11260216,true,1,5.74,29,3648.46,270.1,2,14.4,7.8,0,3.9,2042.2,34,33.7,1531525393
40.66593441,-102.11262248,true,1,5.74,29,3648.45,270.7,2,14.6,8.3,0,3.9,2158.6,36,35.5,1531525394
40.66593482,-102.11264299,true,1,5.74,29,3648.41,271.6,2,13.8,8,0,3.9,2093.1,34.9,34.8,1531525395
40.66593523,-102.11266349,true,2,11.48,29,3648.38,271.6,2,14,8.7,0,3.9,2281.4,38,37.8,1531525396
40.66593578,-102.112684,true,1,5.74,29,3648.35,272,2,14.5,8.9,0,3.9,2322.9,38.7,38.3,1531525397
40.66593619,-102.11270432,true,1,5.74,29,3648.34,271.4,2,14.3,8.9,0,3.9,2316.9,38.6,38.3,1531525398
40.66593646,-102.11272501,true,1,5.74,29,3648.36,271.1,2,13.9,9.1,0,3.9,2373.9,39.6,39.4,1531525399
40.66593659,-102.11274533,true,1,5.74,29,3648.39,270.8,2,14.4,9,0,3.9,2358.9,39.3,38.9,1531525400
40.66593646,-102.11276584,true,1,5.74,29,3648.43,269.4,2,14.8,8.4,0,3.9,2198,36.6,36.1,1531525401
40.66593632,-102.11278616,true,1,5.74,29,3648.39,269.3,2,14.5,8.5,0,3.9,2228.9,37.1,36.7,1531525402
40.66593591,-102.11280613,true,1,5.74,29,3648.48,268.4,2,13.8,8.6,0,3.9,2251,37.5,37.4,1531525403
40.6659355,-102.11282663,true,2,11.48,29,3648.42,268.6,2,14.4,8.6,0,3.9,2248.7,37.5,37.1,1531525404
40.66593509,-102.11284695,true,1,5.74,29,3648.43,268.5,2,14.7,9,0,3.9,2359.8,39.3,38.8,1531525405
40.66593468,-102.11286728,true,1,5.74,29,3648.4,268.3,2,14.2,8,0,3.9,2105.8,35.1,34.8,1531525406
40.66593441,-102.11288778,true,1,5.74,29,3648.32,269.2,2,13.8,9.1,0,3.9,2370.9,39.5,39.4,1531525407
40.66593414,-102.11290811,true,1,5.74,29,3648.32,269.2,2,14.7,9.1,0,3.9,2386.1,39.8,39.2,1531525408
40.66593414,-102.11292861,true,1,5.74,29,3648.3,269.8,2,15,8.3,0,3.9,2164.1,36.1,35.4,1531525409
40.66593428,-102.11294876,true,1,5.74,29,3648.29,270.6,2,14.5,8.8,0,3.9,2300,38.3,37.9,1531525410
40.66593468,-102.11296908,true,1,5.74,29,3648.26,271.3,2,13.7,8.4,0,3.9,2188,36.5,36.4,1531525411
40.66593509,-102.11298959,true,2,11.48,29,3648.34,271.6,2,14.2,8.4,0,3.9,2209.3,36.8,36.5,1531525412
40.66593564,-102.11301027,true,1,5.74,29,3648.39,272.1,2,14.6,9.2,0,3.9,2403.8,40.1,39.6,1531525413
40.66593605,-102.11303096,true,1,5.83,29,3648.34,271.4,2,14.2,8.5,0,4,2186.9,36.4,36.2,1531525414
40.66593619,-102.11305182,true,1,5.74,29,3648.3,270.5,2,13.5,8.9,0,3.9,2329.6,38.8,38.8,1531525415
40.66593632,-102.1130725,true,1,5.83,29,3648.37,270.3,2,14.1,9.4,0,4,2423.9,40.4,40.1,1531525416
40.66593632,-102.11309337,true,1,5.83,29,3648.35,270.4,2,14.2,9,0,4,2327.2,38.8,38.5,1531525417
40.66593619,-102.11311387,true,1,5.83,29,3648.34,269.3,2,14.1,9.9,0,4,2548.2,42.5,42.2,1531525418
40.66593591,-102.11313456,true,1,5.83,29,3648.24,269.1,2,13.9,10.1,0,4,2605.7,43.4,43.2,1531525419
40.66593578,-102.11315506,true,2,11.67,29,3648.31,269.4,2,14.5,9.6,0,4,2481.2,41.4,40.9,1531525420
40.66593537,-102.11317611,true,1,5.83,29,3648.28,268.7,2,14.7,8.8,0,4,2261.8,37.7,37.2,1531525421
40.66593523,-102.11319679,true,1,5.83,29,3648.29,269.4,2,14.3,10.6,0,4,2731.5,45.5,45.1,1531525422
40.66593537,-102.11321784,true,1,5.83,29,3648.27,270.4,2,13.7,9.5,0,4,2456.7,40.9,40.9,1531525423
40.66593523,-102.11323852,true,1,5.83,29,3648.3,269.7,2,14,10.6,0,4,2717.5,45.3,45,1531525424
40.66593496,-102.11325956,true,1,5.83,29,3648.4,269,2,14.2,9.1,0,4,2347.6,39.1,38.8,1531525425
40.66593509,-102.11328043,true,1,5.83,29,3648.38,270.1,2,13.8,9.6,0,4,2475.3,41.3,41.1,1531525426
40.66593496,-102.11330111,true,1,5.83,29,3648.37,269.9,2,13.6,9.6,0,4,2475.4,41.3,41.2,1531525427
40.66593509,-102.11332198,true,2,11.67,29,3648.36,270,2,14.1,10.1,0,4,2605.5,43.4,43.1,1531525428
40.66593509,-102.11334284,true,1,5.83,29,3648.41,270.3,2,14.3,9.6,0,4,2461.3,41,40.6,1531525429
40.66593537,-102.11336371,true,1,5.83,29,3648.4,270.8,2,14,8.9,0,4,2290.7,38.2,38,1531525430
40.66593564,-102.11338439,true,1,5.83,29,3648.31,271,2,13.9,9.9,0,4,2559.2,42.7,42.5,1531525431
40.66593578,-102.11340525,true,1,5.83,29,3648.38,270.7,2,14.5,10.8,0,4,2789.3,46.5,46,1531525432
40.66593591,-102.11342612,true,1,5.83,29,3648.42,270.3,2,14.6,10.3,0,4,2647.5,44.1,43.6,1531525433
40.66593605,-102.11344698,true,1,5.83,29,3648.45,270.5,2,14.1,10.8,0,4,2784.9,46.4,46.1,1531525434
40.66593632,-102.11346803,true,1,5.83,29,3648.41,270.9,2,14.1,10.5,0,4,2713.6,45.2,44.9,1531525435
40.66593659,-102.11348907,true,2,11.67,29,3648.41,270.9,2,14.6,10.4,0,4,2689.5,44.8,44.3,1531525436
40.66593673,-102.11350976,true,1,5.83,29,3648.56,270.7,2,14.6,10.4,0,4,2685.2,44.8,44.2,1531525437
40.665937,-102.11353044,true,1,5.83,29,3648.59,270.9,2,13.9,11.2,0,4,2888.2,48.1,47.9,1531525438
40.665937,-102.1135513,true,1,5.83,29,3648.59,270.1,2,13.9,11.1,0,4,2869.8,47.8,47.6,1531525439
40.665937,-102.11357199,true,1,5.83,29,3648.61,270,2,14.3,11.1,0,4,2858.9,47.6,47.2,1531525440
40.66593673,-102.11359285,true,1,5.83,29,3648.61,269.1,2,14.2,10.7,0,4,2760.4,46,45.6,1531525441
40.66593619,-102.11361336,true,1,5.83,29,3648.73,268.1,2,13.9,10.3,0,4,2654.4,44.2,44,1531525442
40.66593605,-102.11363386,true,1,5.83,29,3648.66,269.1,2,13.7,11.1,0,4,2859.5,47.7,47.5,1531525443
40.66593578,-102.11365455,true,2,11.67,29,3648.7,269.3,2,14.1,10.6,0,4,2716.8,45.3,45,1531525444
40.66593578,-102.11367505,true,1,5.83,29,3648.76,270,2,14,10.3,0,4,2640.7,44,43.8,1531525445
40.66593591,-102.11369574,true,1,5.83,29,3648.84,270.1,2,13.7,10.7,0,4,2764.1,46.1,46,1531525446
40.66593619,-102.11371678,true,1,5.83,29,3648.81,271.4,2,13.9,10.4,0,4,2686.9,44.8,44.6,1531525447
40.66593659,-102.11373746,true,1,5.83,29,3648.84,271.4,2,14.3,10.7,0,4,2746.6,45.8,45.4,1531525448
40.66593687,-102.11375851,true,1,5.83,29,3648.9,270.9,2,14,10.3,0,4,2640.7,44,43.8,1531525449
40.665937,-102.11377937,true,1,5.83,29,3648.9,270.5,2,13.7,11.2,0,4,2884.5,48.1,48,1531525450
40.66593728,-102.1138006,true,1,5.83,29,3648.81,270.7,2,13.8,10.8,0,4,2773.1,46.2,46.1,1531525451
40.66593728,-102.11382164,true,2,11.67,29,3648.78,270.2,2,14.1,9.8,0,4,2533.1,42.2,41.9,1531525452
40.66593728,-102.11384268,true,1,5.83,29,3648.73,270,2,13.9,10.3,0,4,2656.6,44.3,44.1,1531525453
40.66593755,-102.11386391,true,1,5.83,29,3648.66,271,2,13.6,10.6,0,4,2723.7,45.4,45.3,1531525454
40.66593782,-102.11388459,true,1,5.83,29,3648.59,271.2,2,14,11.8,0,4,3035.2,50.6,50.3,1531525455
40.66593796,-102.11390546,true,1,5.83,29,3648.57,270.1,2,14.2,10.5,0,4,2706.4,45.1,44.7,1531525456
40.66593782,-102.11392632,true,1,5.83,29,3648.54,269.8,2,13.9,9.7,0,4,2496.4,41.6,41.4,1531525457
40.66593782,-102.11394737,true,1,5.83,29,3648.48,270.1,2,13.8,10.3,0,4,2655.1,44.3,44.1,1531525458
40.66593769,-102.11396841,true,1,5.83,29,3648.51,269.4,2,13.5,11.1,0,4,2865.5,47.8,47.8,1531525459
40.66593687,-102.11398909,true,2,11.67,29,3648.5,266.9,2,13.7,10.8,0,4,2770.6,46.2,46.1,1531525460
40.665937,-102.11400978,true,1,5.83,29,3648.58,270.4,2,14,8,0,4,2048.3,34.1,33.9,1531525461
40.66593741,-102.11403064,true,1,5.83,29,3648.64,271.7,2,13.6,4,0,4,1026.9,17.1,17.1,1531525462
40.66593728,-102.11405151,true,1,5.83,29,3648.7,269.2,2,12.7,2.2,0,4,559.7,9.3,9.3,1531525463
40.66593523,-102.11407147,true,1,5.83,29,3648.66,262.4,2,12.6,1.3,0,4,329,5.5,5.5,1531525464
40.66592964,-102.11408946,true,1,5.74,29,3648.57,248.1,2,12.8,0.5,0,3.9,122.7,2,2,1531525465
40.66592022,-102.11410493,true,1,5.74,29,3648.57,231.3,2,13,0.4,0,3.9,101.9,1.7,1.7,1531525466
40.66590713,-102.11411806,true,1,5.74,29,3648.5,217,2,13.2,0.4,0,3.9,116.1,1.9,1.9,1531525467
40.66589048,-102.11412507,true,2,12.4,29,3648.49,197.9,2,13.3,0,0,4.2,0,0,0,1531525468
40.66587261,-102.11412507,true,1,6.56,29,3648.38,180,2,13.4,0,0,4.5,0,0,0,1531525469
40.66585596,-102.11411752,true,1,6.75,29,3648.29,160.8,2,13.5,0,0,4.6,0,0,0,1531525470
40.66584205,-102.11410349,true,1,6.56,29,3648.23,142.9,2,13.5,0,0,4.5,0,0,0,1531525471
40.6658325,-102.1140846,true,1,6.75,29,3648.3,123.4,2,13.6,0,0,4.6,0,0,0,1531525472
40.66582786,-102.11406266,true,1,6.56,29,3648.33,105.5,2,13.7,0,0,4.5,0,0,0,1531525473
40.66582868,-102.11404,true,1,6.56,29,3648.41,87.5,2,13.6,0,0,4.5,0,0,0,1531525474
40.66583468,-102.11401895,true,1,6.56,29,3648.4,69.4,2,13.7,0,0,4.5,0,0,0,1531525475
40.66584532,-102.11400186,true,2,13.12,29,3648.53,50.6,2,13.8,0,0,4.5,0,0,0,1531525476
40.66585842,-102.11399053,true,1,6.29,29,3648.54,33.3,2,13.8,0,0,4.3,0,0,0,1531525477
40.66587275,-102.11398496,true,1,6.01,29,3648.6,16.1,2,13.7,0,0,4.1,0,0,0,1531525478
40.66588789,-102.11398406,true,1,5.74,29,3648.53,2.6,2,13.7,0,0,3.9,0,0,0,1531525479
40.66590399,-102.11398748,true,1,5.83,29,3648.6,351.2,2,13.7,0,0,4,0,0,0,1531525480
40.66591968,-102.11399161,true,1,6.01,29,3648.62,348.6,2,13.7,0,0,4.1,0,0,0,1531525481
40.6659355,-102.11399629,true,1,5.83,29,3648.64,347.4,2,13.8,1.1,0,4,289.5,4.8,4.8,1531525482
40.66595119,-102.11400043,true,1,6.01,29,3648.66,348.5,2,14,4.9,0,4.1,1227.5,20.5,20.3,1531525483
40.66596688,-102.11400384,true,2,11.67,29,3648.76,350.6,2,14.1,6.8,0,4,1755.5,29.3,29.1,1531525484
40.66598244,-102.11400618,true,1,5.83,29,3648.85,353.7,2,14,7,0,4,1799.7,30,29.8,1531525485
40.66599853,-102.11400762,true,1,5.83,29,3648.93,355.9,2,13.1,8.3,0,4,2137.1,35.6,35.6,1531525486
40.6660145,-102.1140087,true,1,5.83,29,3648.97,357.3,2,13.4,9.4,0,4,2418.5,40.3,40.3,1531525487
40.6660306,-102.11400906,true,1,5.83,29,3648.95,358.9,2,13.9,7,0,4,1810.5,30.2,30,1531525488
40.66604656,-102.11400942,true,1,5.83,29,3649.06,358.8,2,14,8.3,0,4,2134.4,35.6,35.4,1531525489
40.66606211,-102.11400942,true,1,5.83,29,3649.15,0.5,2,13.9,8.4,0,4,2161.9,36,35.9,1531525490
40.6660778,-102.1140096,true,1,5.83,29,3649.11,359.2,2,14.4,10.4,0,4,2685.5,44.8,44.3,1531525491
40.66609376,-102.11400978,true,2,11.67,29,3649.11,359.7,2,14.5,10.3,0,4,2664.3,44.4,43.9,1531525492
40.66610986,-102.1140096,true,1,5.83,29,3649.19,0.1,2,14,9.5,0,4,2446,40.8,40.5,1531525493
40.66612623,-102.1140096,true,1,5.83,29,3649.2,0,2,13.8,10.3,0,4,2655.1,44.3,44.1,1531525494
40.66614165,-102.11400942,true,1,5.83,29,3649.25,0.7,2,14.3,9.3,0,4,2396.8,39.9,39.6,1531525495
40.66615543,-102.11400834,true,1,5.74,29,3649.27,3.2,2,14.5,9.8,0,3.9,2569,42.8,42.3,1531525496
40.66616675,-102.11400798,true,1,5.1,29,3649.44,1.9,2,14,6.9,0,3.5,2044.3,34.1,33.9,1531525497
40.66617849,-102.11400708,true,1,4.56,29,3649.48,3.4,2,13.7,8.2,0,3.1,2713,45.2,45.1,1531525498
40.66619008,-102.11400636,true,1,4.37,29,3649.55,2.3,2,14.2,8.1,0,3,2787.2,46.5,46.1,1531525499
40.66620386,-102.11400654,true,2,8.75,29,3649.37,359.3,2,14.3,8.6,0,3,2965.2,49.4,49,1531525500
40.66621682,-102.11400636,true,1,4.83,29,3649.47,0.9,2,13.6,9.1,0,3.3,2839,47.3,47.3,1531525501
40.66623279,-102.11400654,true,1,5.01,29,3649.51,359.5,2,13.8,10.1,0,3.4,3013.9,50.2,50.1,1531525502
40.66625025,-102.1140069,true,1,5.74,29,3649.47,359.2,2,14.4,11,0,3.9,2878.6,48,47.5,1531525503
40.66626771,-102.11400672,true,1,6.29,29,3649.57,0.2,2,14.2,10.6,0,4.3,2524.2,42.1,41.7,1531525504
40.66628531,-102.11400654,true,1,6.47,29,3649.56,0.5,2,14,10.6,0,4.4,2465.8,41.1,40.9,1531525505
40.66630291,-102.11400636,true,1,6.47,29,3649.56,0.5,2,13.9,11.3,0,4.4,2618.7,43.6,43.4,1531525506
40.66632024,-102.114006,true,1,6.47,29,3649.56,1,2,14.3,9.6,0,4.4,2226.4,37.1,36.8,1531525507
40.66633743,-102.11400618,true,2,12.94,29,3649.55,359.5,2,14.2,10.5,0,4.4,2437.2,40.6,40.3,1531525508
40.66635462,-102.1140069,true,1,6.47,29,3649.64,357.9,2,13.8,10.6,0,4.4,2466.1,41.1,41,1531525509
40.6663714,-102.11400798,true,1,6.29,29,3649.69,357.2,2,14.1,10.9,0,4.3,2597,43.3,43,1531525510
40.66638832,-102.11400852,true,1,6.2,29,3649.54,358.7,2,14.5,10.8,0,4.2,2611.2,43.5,43,1531525511
40.66640442,-102.11400942,true,1,6.2,29,3649.64,357.7,2,14.3,9.8,0,4.2,2377,39.6,39.3,1531525512
40.66642065,-102.11400978,true,1,6.01,29,3649.64,359.1,2,13.9,10.3,0,4.1,2572.7,42.9,42.7,1531525513
40.66643634,-102.11401014,true,1,6.01,29,3649.73,358.9,2,14.3,9.9,0,4.1,2464.3,41.1,40.7,1531525514
40.66645176,-102.11401032,true,1,5.83,29,3649.63,359.4,2,14.8,8.9,0,4,2303,38.4,37.8,1531525515
40.66646717,-102.11401032,true,2,11.48,29,3649.68,0.3,2,14.5,9,0,3.9,2355,39.3,38.8,1531525516
40.66648273,-102.11401086,true,1,5.74,29,3649.68,358.5,2,14,8.9,0,3.9,2329.7,38.8,38.6,1531525517
40.66649801,-102.11401068,true,1,5.74,29,3649.68,0.6,2,14.2,9.7,0,3.9,2539,42.3,42,1531525518
40.66651356,-102.11401104,true,1,5.74,29,3649.77,358.9,2,14.6,9.3,0,3.9,2429,40.5,40,1531525519
40.66652898,-102.11401068,true,1,5.74,29,3649.8,0.6,2,14.6,9.7,0,3.9,2531.2,42.2,41.7,1531525520
40.66654371,-102.11401068,true,1,5.74,29,3649.9,0.3,2,14.2,8.5,0,3.9,2227.7,37.1,36.8,1531525521
40.66655817,-102.1140105,true,1,5.47,29,3649.81,0.4,2,14.3,8.6,0,3.7,2374.4,39.6,39.2,1531525522
40.6665725,-102.11401014,true,1,5.29,29,3649.86,1.1,2,14.8,6.8,0,3.6,1925.2,32.1,31.6,1531525523
40.66658655,-102.11401014,true,2,10.57,29,3649.86,0.2,2,14.7,8.7,0,3.6,2473.8,41.2,40.7,1531525524
40.6666006,-102.11400996,true,1,5.29,29,3649.88,0.4,2,14.2,8.8,0,3.6,2494.8,41.6,41.2,1531525525
40.66661534,-102.11401014,true,1,5.29,29,3649.9,359.2,2,14.9,9.2,0,3.6,2615.8,43.6,42.9,1531525526
40.66663157,-102.1140105,true,1,5.56,29,3650.07,359.4,2,15.1,10.3,0,3.8,2776.3,46.3,45.4,1531525527
40.66664822,-102.1140105,true,1,5.83,29,3650.09,0,2,14.6,8.9,0,4,2285.9,38.1,37.6,1531525528
40.66666459,-102.11401104,true,1,6.01,29,3650.13,358.2,2,14,10.4,0,4.1,2604.5,43.4,43.2,1531525529
40.66668082,-102.1140114,true,1,6.01,29,3650.14,359.3,2,14.5,8.6,0,4.1,2149.8,35.8,35.4,1531525530
40.66669692,-102.11401194,true,1,6.01,29,3650.25,358.7,2,14.2,9.8,0,4.1,2450.2,40.8,40.5,1531525531
40.66671288,-102.11401194,true,2,12.03,29,3650.33,359.9,2,14,9.3,0,4.1,2318.1,38.6,38.4,1531525532
40.66672912,-102.1140123,true,1,6.01,29,3650.25,359,2,14.7,9.8,0,4.1,2450.5,40.8,40.3,1531525533
40.66674563,-102.1140123,true,1,6.01,29,3650.29,359.9,2,15.1,7.7,0,4.1,1913.2,31.9,31.3,1531525534
40.666762,-102.11401212,true,1,6.01,29,3650.31,0.5,2,14.5,9.1,0,4.1,2268.1,37.8,37.4,1531525535
40.66677878,-102.11401194,true,1,6.01,29,3650.34,0.3,2,14.6,9.7,0,4.1,2428.1,40.5,40,1531525536
40.66679542,-102.1140123,true,1,6.01,29,3650.31,359.5,2,15.2,9.2,0,4.1,2298.6,38.3,37.6,1531525537
40.66681139,-102.11401248,true,1,6.01,29,3650.35,359.1,2,15.5,9.4,0,4.1,2349.2,39.2,38.2,1531525538
40.66682735,-102.11401284,true,1,6.01,29,3650.47,359.2,2,14.7,9.7,0,4.1,2417.1,40.3,39.7,1531525539
40.66684249,-102.1140132,true,2,11.67,29,3650.58,358.8,2,14.6,8.6,0,4,2210.3,36.8,36.4,1531525540
40.66685572,-102.11401302,true,1,5.56,29,3650.52,0.6,2,15.2,7.8,0,3.8,2114.8,35.2,34.6,1531525541
40.66686869,-102.11401302,true,1,5.01,29,3650.52,0.2,2,15.7,8.2,0,3.4,2451.1,40.9,39.8,1531525542
40.66688192,-102.11401248,true,1,4.83,29,3650.58,1.6,2,14.7,8.4,0,3.3,2624.4,43.7,43.1,1531525543
40.6668972,-102.11401212,true,1,5.01,29,3650.66,0.9,2,14.5,10.1,0,3.4,3027.5,50.5,49.9,1531525544
40.66691248,-102.11401212,true,1,5.47,29,3650.63,360,2,15.1,9.6,0,3.7,2635.9,43.9,43.1,1531525545
40.66692762,-102.1140123,true,1,5.56,29,3650.67,359.9,2,15,10.2,0,3.8,2762.4,46,45.2,1531525546
40.66694331,-102.11401248,true,1,5.74,29,3650.72,359.3,2,14.4,9.6,0,3.9,2515.9,41.9,41.5,1531525547
40.66695996,-102.11401284,true,2,11.67,29,3650.91,359.2,2,14.6,10.5,0,4,2694.9,44.9,44.3,1531525548
40.66697646,-102.11401248,true,1,6.01,29,3650.99,0.8,2,14.9,9.8,0,4.1,2451.4,40.9,40.2,1531525549
40.66699325,-102.11401212,true,1,6.2,29,3651.01,0.8,2,14.5,9.8,0,4.2,2379,39.6,39.2,1531525550
40.6670103,-102.11401212,true,1,6.2,29,3651.1,0.2,2,14.2,10.3,0,4.2,2497.5,41.6,41.3,1531525551
40.66702735,-102.11401176,true,1,6.2,29,3651.12,0.9,2,14.7,10.9,0,4.2,2635.1,43.9,43.3,1531525552
40.66704482,-102.1140114,true,1,6.29,29,3651.15,1,2,15,10.4,0,4.3,2491.8,41.5,40.8,1531525553
40.66706296,-102.11401176,true,1,6.47,29,3651.08,359.1,2,14.7,10.2,0,4.4,2378.7,39.6,39.1,1531525554
40.66708083,-102.1140123,true,1,6.56,29,3651.07,358.6,2,14.3,9.9,0,4.5,2267.2,37.8,37.4,1531525555
40.66709857,-102.11401284,true,2,13.12,29,3651.13,358.7,2,14.8,10.3,0,4.5,2368.6,39.5,38.9,1531525556
40.66711576,-102.1140132,true,1,6.56,29,3651.11,359.2,2,14.9,9.8,0,4.5,2235.3,37.3,36.7,1531525557
40.66713281,-102.1140132,true,1,6.47,29,3651.14,359.7,2,14.4,9.3,0,4.4,2169.7,36.2,35.8,1531525558
40.66714973,-102.11401356,true,1,6.47,29,3651.23,359.4,2,14.5,9.5,0,4.4,2199.8,36.7,36.2,1531525559
40.66716719,-102.11401392,true,1,6.29,29,3651.29,358.9,2,15,10,0,4.3,2382.3,39.7,39,1531525560
40.66718411,-102.11401445,true,1,6.47,29,3651.35,358.8,2,15,10.1,0,4.4,2356.5,39.3,38.6,1531525561
